Target,AccMeanX,AccMeanY,AccMeanZ,AccMedianX,AccMedianY,AccMedianZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroMedianX,GyroMedianY,GyroMedianZ
2,0.17006,-0.08983,-0.98169,0.18152,-0.07483,-0.98975,-1.47819,4.48800,-1.48201,-0.77481,4.12214,0.78244
2,0.16849,-0.15759,-0.99011,0.19873,-0.10645,-0.99622,-0.02454,4.08451,-5.57361,-0.06489,4.24046,0.58779
2,0.20501,-0.19587,-0.97606,0.22302,-0.10913,-0.99280,-0.28844,3.70502,-5.17067,-0.79771,4.06107,1.17557
2,0.19660,-0.20724,-0.97764,0.25256,-0.10339,-0.97229,0.30643,2.15812,-7.64122,-0.40840,3.16031,1.40840
2,0.17482,-0.15243,-0.98760,0.17834,-0.11560,-0.96924,-0.21810,3.90785,-5.41603,-1.02290,4.22137,0.98092
2,0.15641,-0.20790,-0.99468,0.17578,-0.17761,-0.97644,0.02563,2.77426,-10.42966,-0.47328,3.28244,0.93511
2,0.15995,-0.21233,-1.02272,0.20056,-0.10913,-1.02637,0.55562,3.09160,-8.41221,0.06489,4.56107,0.48092
2,0.18169,-0.18856,-0.99442,0.21667,-0.13110,-0.99194,-0.88877,2.13304,-7.20065,-1.06489,2.98855,0.40840
2,0.22370,-0.17732,-0.97027,0.23779,-0.12793,-0.95398,-1.34079,2.71810,-7.03108,-1.27099,3.48473,1.14885
2,0.15391,-0.23514,-0.95871,0.21106,-0.13770,-0.96338,0.58124,3.72083,-6.87132,-0.03817,3.93893,0.96565
2,0.16340,-0.22098,-0.99510,0.14917,-0.14819,-0.99719,1.15921,3.03980,-8.33860,1.58397,3.53817,-0.32824
2,0.15177,-0.26559,-0.96933,0.16345,-0.14795,-0.97913,0.90567,0.09760,-13.26718,1.42748,0.22137,-0.69847
2,0.16002,-0.20651,-0.99362,0.20154,-0.14795,-0.99719,-0.11069,3.98364,-9.64776,0.20992,3.53817,-4.80153
2,0.17446,-0.25283,-0.97222,0.17395,-0.14795,-0.97913,0.89368,0.76772,-11.73064,1.42748,1.41985,-0.69847
2,0.14750,-0.23779,-0.95061,0.19482,-0.14905,-0.96338,1.08997,4.20611,-9.91385,0.02672,4.27099,-0.72901
2,0.16612,-0.23235,-0.95925,0.21106,-0.13770,-0.96338,0.48909,4.29880,-7.32061,-0.62977,4.08015,0.83969
2,0.15874,-0.21809,-1.00180,0.17969,-0.12903,-0.99377,0.67339,3.08124,-8.70992,-0.76336,4.08779,0.60687
2,0.24902,-0.11992,-0.97275,0.25659,-0.13281,-0.94238,0.56336,3.57252,3.09160,-1.07634,4.03053,3.74046
2,0.19836,-0.17899,-0.95539,0.26025,-0.13684,-0.94312,-1.17339,2.30862,-5.84515,-1.21374,4.48473,0.50763
2,0.14076,-0.24030,-1.01039,0.14758,-0.12146,-1.02039,0.56325,2.87296,-10.30643,0.06489,4.29771,0.48092
2,0.12444,-0.23042,-0.96573,0.14148,-0.13721,-0.97412,0.71483,4.20120,-8.01690,-0.33588,4.27099,0.64504
2,0.15871,-0.21791,-0.98600,0.20532,-0.11707,-0.98767,-0.62268,2.86805,-7.20011,-2.38550,4.48092,0.32061
2,0.17627,-0.19856,-0.96586,0.19470,-0.14392,-0.94116,0.74427,2.99673,-7.03217,-0.21756,3.20611,1.61450
2,0.16357,-0.21541,-1.00060,0.17188,-0.15698,-0.95337,0.31722,3.40034,-6.67854,-1.07634,4.03053,1.03817
2,0.14467,-0.19957,-0.95112,0.15320,-0.12695,-0.94971,-0.06434,2.80534,-9.78735,-1.02290,2.98855,0.27481
2,0.15897,-0.18579,-0.99779,0.17834,-0.12695,-0.98645,0.26881,3.28899,-7.32497,-0.41221,3.64122,0.27481
2,0.13782,-0.18370,-0.99193,0.12183,-0.11194,-0.99500,-0.64013,3.30862,-9.99291,-0.71756,2.93130,-4.80153
2,0.17819,-0.28350,-1.01547,0.21484,-0.24121,-1.01636,1.58015,3.42748,-13.82824,2.03053,3.59542,-15.67557
2,0.14836,-0.17375,-0.98340,0.15125,-0.14331,-0.94458,0.09033,3.14122,-6.44911,-1.06870,2.93893,0.98855
2,0.15962,-0.16933,-0.97201,0.19897,-0.11255,-0.99597,-0.14177,4.08015,-6.09487,-0.74809,4.37405,0.98092
2,0.17599,-0.24407,-0.94666,0.23328,-0.14551,-0.96814,0.77317,3.44275,-8.65976,-0.19084,4.44656,0.97328
2,0.13143,-0.26175,-0.97585,0.15161,-0.14026,-0.96338,1.16412,3.69793,-8.80207,0.37023,3.93893,0.68321
2,0.19734,-0.21683,-0.99867,0.20715,-0.13550,-1.00256,-0.23282,4.18266,-9.22737,-1.08779,3.85115,0.07634
2,0.16523,-0.24391,-0.97072,0.19617,-0.15076,-0.94019,0.30643,1.86914,-12.66903,-0.73282,1.95802,0.93511
2,0.22243,-0.18075,-0.95994,0.23206,-0.12793,-0.94019,-1.41003,1.98092,-7.32933,-1.27099,1.95802,0.48473
2,0.15731,-0.19754,-0.97243,0.19800,-0.16492,-0.98413,-0.65921,1.61887,-9.54362,-0.92748,2.81298,-0.47328
2,0.18607,-0.20747,-0.96805,0.19617,-0.15308,-0.94116,0.39640,2.74264,-6.87568,-0.47328,3.20611,1.61450
2,0.13944,-0.26456,-0.94967,0.16345,-0.14795,-0.96094,0.86314,-0.32061,-12.50763,1.42748,-0.73664,-0.69847
2,0.18216,-0.17986,-0.95912,0.19727,-0.11560,-0.97620,0.42039,3.61778,-5.58015,-0.26718,4.22137,1.12977
2,0.12659,-0.24372,-0.98762,0.11462,-0.17896,-0.99719,0.45311,3.12105,-12.76172,0.20992,2.94275,-9.02672
2,0.22152,-0.18881,-0.96713,0.28345,-0.16394,-0.95740,-0.02944,2.55671,-3.81407,-0.67176,3.32824,1.43893
2,0.15278,-0.22886,-1.00124,0.12195,-0.17896,-0.99719,1.42094,3.30207,-9.53053,1.58397,3.53817,-4.51527
2,0.18652,-0.21838,-0.97109,0.19556,-0.16394,-0.98059,-0.48037,3.94547,-6.18048,-0.67176,4.06870,1.17557
2,0.15904,-0.18119,-0.97677,0.17053,-0.09668,-0.95496,-0.21538,3.40403,-7.00000,-0.59924,5.12595,1.83969
2,0.20435,-0.18964,-0.96887,0.25183,-0.12170,-0.98645,0.66085,3.83097,-5.55234,-0.19084,4.43130,1.20229
2,0.17078,-0.20035,-0.97766,0.19800,-0.16492,-0.98438,-0.89804,1.73555,-8.87950,-0.92748,2.81298,-0.47328
2,0.17838,-0.23396,-0.98570,0.17383,-0.13098,-0.97144,-0.84406,3.89967,-10.71265,-0.74427,4.52290,-0.31679
2,0.13133,-0.20469,-0.99573,0.17993,-0.08545,-0.99219,0.66467,3.18539,-8.80480,-0.65649,4.08779,0.56489
2,0.19718,-0.21212,-0.96408,0.22766,-0.10437,-0.96594,0.88222,1.35333,-7.75845,1.04962,1.80916,0.16031
2,0.19299,-0.23450,-0.96490,0.19165,-0.15686,-0.93970,0.11341,2.71756,-11.56434,-0.08015,3.56107,-0.35878
2,0.18492,-0.17332,-0.96647,0.17749,-0.11084,-0.95386,-1.42203,3.64122,-6.40622,-1.23664,4.52290,0.25573
2,0.22545,-0.16839,-0.99196,0.24011,-0.11084,-0.97961,-2.22628,5.04253,-6.90785,-1.87786,4.73664,0.25573
2,0.15628,-0.17418,-0.98734,0.17883,-0.09802,-0.99243,-0.97001,3.49945,-9.33642,-0.91603,3.44656,-1.09160
2,0.18522,-0.15883,-0.97810,0.22266,-0.10645,-0.96765,-0.45692,4.35823,-5.53980,-0.44275,4.27099,0.67557
2,0.16518,-0.25773,-0.94906,0.18030,-0.16516,-0.94971,0.67557,1.77972,-11.54308,1.22137,2.67557,-0.35878
2,0.17177,-0.17348,-0.99114,0.23853,-0.09338,-0.99414,-0.72574,3.30807,-6.83915,-1.29389,4.11069,2.11832
2,0.16684,-0.18565,-1.01753,0.20056,-0.09802,-1.02039,0.48364,3.36859,-6.40403,0.06489,4.56107,0.66412
2,0.21913,-0.19856,-0.96055,0.20911,-0.13367,-0.93970,-0.45093,2.90294,-8.65158,-1.18321,4.06107,0.33206
2,0.19561,-0.18544,-0.96097,0.22815,-0.11560,-0.97705,0.44002,3.76336,-5.67339,-0.26718,4.52290,1.09542
2,0.18089,-0.19475,-0.99930,0.23584,-0.09802,-0.98157,0.20502,3.07852,-6.48637,-0.34733,4.29771,0.66412
2,0.16216,-0.21068,-1.01603,0.14917,-0.14819,-1.00269,1.75082,3.50164,-8.18539,2.49618,3.53817,-0.32824
2,0.19196,-0.17691,-0.97531,0.23596,-0.13501,-0.97388,0.38168,4.25354,-5.77972,-0.19084,4.84351,1.26336
2,0.19512,-0.17732,-0.96270,0.23755,-0.12939,-0.95203,-1.10142,1.82170,-5.72846,-1.50382,3.82443,0.50763
2,0.16893,-0.17970,-0.97356,0.19897,-0.13538,-0.99548,-0.40458,3.44384,-5.80425,-0.83588,3.68321,1.68321
2,0.17868,-0.16330,-0.99669,0.18750,-0.13074,-0.94971,-0.60469,3.45420,-5.01363,-1.20229,3.59160,1.03053
2,0.20923,-0.21247,-1.01350,0.27820,-0.11145,-0.99036,-0.49128,3.11996,-6.57797,-0.40458,3.16031,1.83969
2,0.16289,-0.23455,-0.98082,0.22070,-0.11145,-0.97229,-0.07034,2.52454,-10.99128,-0.40840,3.01145,0.18702
2,0.15123,-0.21633,-0.95710,0.15356,-0.14392,-0.95911,0.09106,3.14068,-8.60196,-0.47328,3.28244,1.42748
2,0.21640,-0.16609,-0.99123,0.25916,-0.10913,-0.98926,0.07961,4.10087,-4.57306,-0.22137,4.56107,2.40840
2,0.10470,-0.28489,-0.99411,0.07922,-0.18298,-0.97412,2.21483,2.77099,-11.34297,2.72901,3.76336,-1.37023
2,0.17351,-0.21953,-0.96868,0.21008,-0.16394,-0.95996,0.44602,2.71320,-6.62650,-0.67176,3.64885,1.25191
2,0.10036,-0.30258,-0.97468,0.07922,-0.15222,-0.96338,1.89913,2.44656,-12.30207,1.75191,2.47328,-0.79771
2,0.14192,-0.19221,-0.98730,0.12183,-0.11194,-0.99243,-0.59869,3.13795,-11.12486,-0.71756,2.70229,-6.54580
2,0.21776,-0.20789,-0.95119,0.22327,-0.16479,-0.94312,0.34569,3.17775,-8.01418,-0.82061,4.45038,0.95038
2,0.14961,-0.21371,-1.00014,0.17969,-0.11438,-0.99377,0.73010,3.06925,-8.72301,-0.65649,4.08779,0.56489
2,0.17083,-0.22658,-1.00159,0.24451,-0.11377,-0.99646,0.74155,3.07197,-7.88004,0.44275,3.86260,1.94656
2,0.15257,-0.16577,-0.98498,0.16235,-0.13281,-0.94604,0.00763,3.26952,-5.87434,-1.06107,3.15267,1.02290
2,0.16467,-0.17709,-0.98948,0.13074,-0.12073,-0.99036,0.43948,3.55616,-7.84842,0.13359,3.92748,0.29389
2,0.11522,-0.27363,-1.00378,0.04468,-0.21973,-0.99719,0.96238,3.46838,-13.53653,1.58397,3.53817,-9.02672
2,0.20932,-0.17582,-0.97792,0.23596,-0.13208,-0.98547,0.20829,4.20338,-5.28953,-0.05725,4.30916,1.35115
2,0.19939,-0.16002,-1.00827,0.20056,-0.10913,-1.01062,-0.04308,5.09978,-5.19520,-0.22137,5.16794,0.66412
2,0.21095,-0.18246,-0.99967,0.20715,-0.13257,-1.00256,-1.04308,4.04144,-7.28571,-1.40076,3.85115,0.58779
2,0.14017,-0.18984,-0.98736,0.12183,-0.12390,-0.99500,-0.56761,3.97056,-9.01472,-0.71756,3.44656,-1.09160
2,0.20515,-0.19298,-0.95799,0.25183,-0.12695,-0.97705,0.65921,4.29008,-5.65213,-0.19084,4.78244,1.20229
2,0.21327,-0.18858,-0.96851,0.28345,-0.16235,-0.95740,-0.02236,3.01472,-4.02944,-0.67176,3.64885,1.43893
2,0.26181,-0.18216,-0.95405,0.28406,-0.12720,-0.94238,0.24537,3.64995,-4.33424,-0.64122,4.48473,0.95038
2,0.18870,-0.18293,-0.98800,0.19360,-0.14392,-0.97644,0.02345,3.39477,-7.56270,-0.47328,3.62214,0.97710
2,0.18044,-0.16867,-0.98190,0.18750,-0.14331,-0.94458,-0.47819,3.23282,-4.77590,-1.06870,2.98855,1.03053
2,0.17376,-0.15522,-0.99255,0.17834,-0.11560,-0.96924,0.09215,3.85769,-5.30807,-1.02290,4.08015,1.03053
2,0.16764,-0.25162,-0.96415,0.19556,-0.21313,-0.95996,0.13631,3.62814,-9.43784,-0.67176,4.06870,0.60305
2,0.19488,-0.19932,-0.96284,0.19617,-0.13171,-0.92957,-0.71592,2.91003,-8.59051,-1.01145,3.22901,0.93511
2,0.20647,-0.20768,-0.95372,0.29553,-0.10339,-0.97046,0.74482,2.43893,-7.46347,-0.23282,3.16031,1.40840
2,0.19413,-0.21000,-1.01779,0.24609,-0.10510,-1.01575,-0.86423,2.89477,-6.32170,-0.82061,2.69084,2.00000
2,0.14608,-0.19557,-0.96401,0.14905,-0.14978,-0.97107,0.26936,4.09815,-7.64177,-0.59924,4.46183,0.98092
2,0.15962,-0.23568,-0.99817,0.24451,-0.11377,-0.99646,0.48855,2.38386,-9.41439,0.44275,2.22137,1.94656
2,0.17569,-0.18225,-0.97831,0.22363,-0.12402,-0.98462,-1.02072,2.12268,-6.70229,-1.11450,3.85878,0.40840
2,0.17648,-0.18931,-0.99988,0.21448,-0.08618,-0.98767,-0.71320,3.02563,-6.46565,-2.38550,4.64122,0.48473
2,0.20541,-0.16527,-0.99592,0.21228,-0.13110,-0.98511,0.29880,3.21483,-5.92094,-0.41603,3.27863,0.97710
2,0.20764,-0.20480,-0.96252,0.29199,-0.09131,-0.97046,0.31788,2.44875,-7.28135,-0.23282,3.53435,1.77863
2,0.11708,-0.23528,-1.00010,0.07922,-0.15759,-1.00134,1.78462,2.36532,-8.66085,1.58397,3.02290,-1.37023
2,0.13229,-0.25994,-0.98839,0.19739,-0.18091,-0.98767,1.09269,2.53599,-12.81298,0.23282,3.68321,-3.09160
2,0.16950,-0.16150,-0.99132,0.18848,-0.10779,-0.98950,-0.90294,3.56816,-6.59106,-0.91603,2.77099,-0.07634
2,0.13890,-0.19221,-0.99988,0.17993,-0.08020,-0.99377,0.25300,3.79607,-8.12595,-0.72519,4.09542,0.72901
2,0.18103,-0.23373,-0.94920,0.23584,-0.13770,-0.95081,0.53817,4.28626,-7.10305,-0.62977,3.99237,0.96565
2,0.22450,-0.18870,-0.96333,0.23779,-0.15076,-0.94922,-1.25954,2.34242,-7.08179,-1.27099,3.05725,1.14885
2,0.18893,-0.22925,-1.00288,0.21484,-0.13550,-1.00256,0.44875,3.30044,-10.15431,-1.05344,3.59542,-3.54198
2,0.22482,-0.16970,-0.99805,0.24011,-0.11780,-1.00256,-2.34787,4.94111,-6.88222,-1.87786,4.52290,0.25573
2,0.10167,-0.30954,-0.98340,0.07922,-0.19836,-0.97412,2.44984,2.02236,-13.06870,3.35878,2.32824,-5.88168
2,0.15487,-0.19852,-0.98635,0.19897,-0.11707,-0.98486,0.18157,3.26390,-9.29826,-1.33206,3.68321,0.20229
2,0.17200,-0.17763,-0.98539,0.23853,-0.09338,-0.97864,-0.55234,3.39640,-6.94493,-1.29389,4.64885,2.00000
2,0.17936,-0.19606,-0.98975,0.21448,-0.08618,-0.98767,-1.05671,2.98746,-6.48201,-2.50000,4.48092,0.48473
2,0.23157,-0.17078,-0.96723,0.23682,-0.11084,-0.97144,-0.78680,3.40131,-4.48691,-0.87405,4.48855,0.54198
2,0.18187,-0.18839,-0.99384,0.25073,-0.10510,-0.99036,0.14558,3.45202,-6.96456,0.33206,4.11069,1.94656
2,0.15918,-0.17139,-0.97363,0.19897,-0.11255,-0.99597,-0.14177,3.68321,-5.84024,-0.74809,3.68321,1.68321
2,0.16411,-0.19242,-1.00239,0.19946,-0.11926,-1.01062,0.17612,3.86641,-7.16630,0.06489,4.56107,0.48092
2,0.15887,-0.18565,-0.99179,0.13074,-0.12427,-0.98950,0.40840,3.35605,-8.37186,0.13359,3.55725,-1.09160
2,0.19615,-0.16028,-0.98736,0.21228,-0.12512,-0.97754,-0.18648,3.23391,-5.92366,-0.87405,3.27863,0.97710
2,0.19741,-0.17085,-0.98678,0.24939,-0.12964,-0.99805,-0.59051,4.95147,-5.32988,-0.33588,5.20992,1.10305
2,0.20961,-0.16750,-0.99998,0.21228,-0.13110,-0.98511,-0.07197,3.34242,-5.73010,-0.42748,3.62214,1.43893
2,0.26374,-0.18236,-0.95124,0.28406,-0.12720,-0.94238,0.16848,3.65049,-4.43075,-0.64122,4.48855,0.73664
2,0.18985,-0.21835,-0.94632,0.18701,-0.14087,-0.94971,1.24809,1.44384,-7.57743,1.45038,2.02290,0.21756
2,0.20367,-0.19934,-0.94842,0.25183,-0.13196,-0.96814,0.70120,4.34188,-5.61887,-0.19084,4.84351,1.26336
2,0.20813,-0.21200,-0.94796,0.25183,-0.13501,-0.96814,0.88986,3.89204,-6.11614,-0.19084,4.78244,0.97328
2,0.16830,-0.19296,-1.01121,0.20056,-0.09802,-1.00281,0.32661,3.41494,-6.36314,-0.34733,4.56107,0.66412
2,0.12064,-0.26726,-0.98711,0.19739,-0.18091,-0.98767,0.80425,1.66903,-12.74809,0.23282,3.68321,-3.09160
2,0.22252,-0.17451,-0.96469,0.28345,-0.12439,-0.95740,0.09869,3.01145,-3.75027,-0.41603,3.71756,1.43893
2,0.24713,-0.10754,-0.98438,0.24414,-0.10303,-0.95764,-1.05725,3.45802,3.60496,-1.20229,3.55344,3.91985
2,0.19550,-0.18012,-1.00042,0.22302,-0.11133,-1.00037,-0.83642,4.28081,-5.37623,-0.67557,4.21756,1.46183
2,0.19087,-0.21167,-1.00058,0.22070,-0.11145,-0.98071,-0.47383,3.31025,-6.83806,-0.23282,3.01145,1.43893
2,0.16251,-0.22525,-0.97262,0.19617,-0.15076,-0.94019,-0.21865,2.55453,-11.70393,-0.88550,2.36641,0.93511
2,0.21381,-0.16622,-1.00827,0.25806,-0.10913,-0.99707,0.34406,4.04635,-4.96129,0.13359,4.29771,1.34733
2,0.21291,-0.16268,-1.02352,0.25806,-0.10913,-1.01660,0.35769,4.57034,-5.07252,0.13359,4.56107,1.34733
2,0.18094,-0.15864,-0.99297,0.20154,-0.09802,-0.99243,-1.30425,4.03217,-6.94547,-1.37023,3.81679,-0.40840
2,0.20543,-0.19022,-1.00786,0.24500,-0.11133,-1.01428,-1.13850,3.96238,-5.22410,-0.86260,4.02672,1.46183
2,0.14936,-0.28305,-0.95689,0.16321,-0.23132,-0.95996,0.50436,2.84297,-11.41767,-0.67176,3.64885,0.50382
2,0.16657,-0.21661,-0.99977,0.17993,-0.12903,-0.98999,0.37459,3.05507,-8.57361,-0.93130,3.90458,0.78626
2,0.26020,-0.18075,-0.94986,0.28406,-0.12402,-0.94238,-0.06434,3.68920,-4.45856,-0.64122,4.52290,0.54198
2,0.15658,-0.17815,-0.98882,0.18213,-0.12073,-0.98950,-0.76009,3.70938,-8.13195,-0.43130,3.55725,-1.09160
2,0.20476,-0.21057,-1.01252,0.27820,-0.11145,-0.99036,-0.49945,3.49019,-6.54907,-0.40458,3.16031,1.83969
2,0.20515,-0.18755,-0.97236,0.25183,-0.12170,-0.98767,0.58833,3.97437,-5.74700,-0.19084,4.78244,1.20229
2,0.16886,-0.26289,-0.96892,0.18030,-0.16516,-0.95227,0.74973,2.09433,-12.65376,1.22137,2.67557,-0.35878
2,0.20011,-0.16113,-0.97993,0.18298,-0.10681,-0.96301,0.02672,3.11559,-4.25573,-0.53817,3.97328,1.04580
2,0.18527,-0.17285,-0.94842,0.23242,-0.13684,-0.94312,-1.32770,2.31897,-5.79989,-1.21374,4.48473,0.91603
2,0.20194,-0.20004,-0.96804,0.23938,-0.14270,-0.93726,0.11941,2.60360,-6.47110,-0.59160,3.00382,2.04962
2,0.14108,-0.23272,-0.96449,0.15356,-0.17761,-0.95911,0.81243,2.31788,-11.15049,-0.18321,3.20611,0.93511
2,0.18040,-0.18126,-0.96730,0.21448,-0.13538,-0.97864,-0.61396,3.61178,-5.70720,-1.98855,3.68321,1.68321
2,0.19346,-0.20360,-0.96599,0.23938,-0.14270,-0.93726,0.03544,2.76718,-6.71429,-0.59160,3.20611,1.76336
2,0.23153,-0.17528,-0.96544,0.24304,-0.11194,-0.95227,-0.78517,2.83097,-7.00164,-1.18321,3.78244,1.14885
2,0.22667,-0.17402,-0.96500,0.23779,-0.10596,-0.94922,-0.97928,2.76063,-6.96892,-1.18321,3.78244,1.14885
2,0.18975,-0.20501,-0.97871,0.19873,-0.12280,-0.99280,-0.64068,3.99618,-5.29335,-0.79771,4.06870,1.17557
2,0.19128,-0.15416,-0.98314,0.21875,-0.12207,-0.96960,-0.00436,3.37786,-5.56979,-0.08397,3.65267,1.04580
2,0.19536,-0.17208,-0.97721,0.23596,-0.12671,-0.98535,0.10905,4.33152,-5.56870,-0.34733,4.69466,1.08397
2,0.24327,-0.20009,-0.95108,0.26025,-0.13684,-0.94238,0.51636,3.16903,-6.11832,-0.13359,4.45038,0.95038
2,0.19514,-0.19327,-0.95668,0.23938,-0.13000,-0.93726,-0.02999,2.65049,-6.52508,-0.73282,3.00382,1.86260
2,0.18820,-0.23483,-0.99320,0.18042,-0.13098,-0.98779,-1.01908,4.03217,-11.58615,-0.74427,4.52290,-0.31679
2,0.21315,-0.20544,-0.96050,0.29553,-0.09546,-0.97046,0.54417,2.39531,-7.36750,-0.23282,3.16031,1.72519
2,0.18785,-0.19442,-0.95007,0.23938,-0.13806,-0.92773,-0.53599,2.73937,-8.55725,-0.88550,3.00382,1.61450
2,0.16242,-0.23825,-0.95360,0.21106,-0.14026,-0.96338,0.89258,3.96510,-7.15976,-0.03817,3.93893,0.96565
2,0.11407,-0.22358,-0.96784,0.10693,-0.14978,-0.97107,0.97056,4.24264,-10.66194,0.25954,5.24427,0.98092
2,0.11393,-0.24806,-0.99881,0.07922,-0.15759,-0.99231,1.69411,2.98800,-9.23937,1.58397,3.76336,-1.37023
2,0.18005,-0.20293,-0.96272,0.17749,-0.12341,-0.95386,-1.17884,3.33315,-8.48419,-1.10687,4.23664,-0.02290
2,0.20858,-0.15866,-0.98708,0.21667,-0.11914,-0.98413,-0.16249,3.55453,-5.94820,-0.87405,4.09160,0.78626
2,0.14699,-0.16875,-0.97616,0.15198,-0.08496,-0.95496,-0.48800,3.27644,-6.90785,-1.29389,4.23282,1.95802
2,0.17763,-0.17196,-0.96455,0.19897,-0.11255,-0.96252,-0.17884,3.51690,-5.71210,-1.33206,3.68321,1.04198
2,0.19310,-0.23687,-0.96312,0.19165,-0.16516,-0.95325,0.40567,2.85442,-8.94984,1.22137,3.56107,-0.35878
2,0.17292,-0.24285,-0.98591,0.22070,-0.11145,-0.97229,-0.00654,3.27426,-9.35278,-0.40840,3.01145,0.18702
2,0.18471,-0.18399,-0.99163,0.26440,-0.10510,-0.99036,0.01581,3.54907,-6.76281,-0.42748,4.11069,2.00000
2,0.20394,-0.18598,-0.95837,0.26025,-0.16479,-0.95203,-0.91058,2.32770,-5.73773,-1.21374,4.48473,0.91603
2,0.17189,-0.17194,-0.98778,0.23853,-0.09338,-0.99036,-0.16303,3.41549,-6.74264,-0.42748,4.11069,2.11832
2,0.20091,-0.15285,-1.02546,0.20056,-0.09802,-1.02551,0.15213,4.74264,-5.09760,0.13359,4.56107,1.34733
2,0.14291,-0.20044,-0.98839,0.17761,-0.12207,-0.96667,0.53762,2.20720,-10.40894,-0.08397,3.30153,0.93511
2,0.10233,-0.23915,-0.95933,0.10693,-0.14978,-0.94824,1.37132,3.67666,-13.10142,0.25954,4.42748,0.98092
2,0.23006,-0.10885,-0.95707,0.21423,-0.10303,-0.93689,-0.15267,4.23664,2.73282,-1.20229,4.20611,2.43130
2,0.10348,-0.24824,-0.99069,0.04468,-0.17896,-0.96008,2.21538,2.13850,-10.48964,2.49618,3.02290,-4.51527
2,0.16950,-0.16364,-1.00450,0.18848,-0.11194,-0.99158,-1.02181,3.24482,-6.76609,-1.27863,2.77099,-0.21374
2,0.13599,-0.21312,-0.97827,0.14685,-0.12695,-0.96924,0.17666,2.68484,-10.00382,-1.02290,2.98855,0.27481
2,0.18466,-0.17446,-0.96083,0.21448,-0.11255,-0.95703,-0.10960,3.60796,-5.84678,-0.96183,3.68321,1.04198
2,0.16928,-0.19763,-0.98521,0.19189,-0.13000,-0.95911,0.66848,3.40567,-7.01145,-0.18321,3.28244,1.59924
2,0.15594,-0.18952,-0.98706,0.16235,-0.15381,-0.94604,0.19500,3.14018,-7.26024,-1.07634,2.72519,0.93893
2,0.19298,-0.17027,-0.98279,0.23596,-0.12671,-0.99023,0.33915,4.32661,-5.54962,-0.19084,4.84351,1.26336
2,0.22074,-0.16762,-0.99958,0.24011,-0.10388,-1.00256,-2.43893,4.83370,-6.83860,-2.15267,4.38168,0.35496
2,0.20684,-0.19695,-0.97775,0.24500,-0.12146,-0.99414,-0.44984,3.33097,-4.86205,-0.86260,3.53817,1.75573
2,0.19432,-0.19809,-0.99693,0.27197,-0.10913,-0.98157,-0.13304,3.13195,-6.24100,-1.33206,4.51527,1.56107
3,0.23617,0.02631,-0.95473,0.23096,-0.08362,-0.96008,-1.59160,3.76499,8.88822,-0.71756,3.25954,1.04962
3,0.24904,-0.01287,-1.01892,0.26709,-0.10547,-1.01404,-1.78353,3.64940,8.82770,-0.92748,3.85496,1.23664
3,0.33543,0.01074,-1.01447,0.31567,-0.09607,-1.05493,-2.47110,4.95365,10.84787,-1.82824,4.26718,0.78244
3,0.24023,0.04897,-0.99547,0.26270,-0.01172,-1.00134,-3.06216,4.92475,11.43893,-2.23664,4.32061,3.01908
3,0.21892,0.07014,-0.98821,0.28296,-0.04297,-0.98950,-1.92530,5.88168,9.36369,-1.16031,4.45802,4.47710
3,0.28725,0.03850,-1.03542,0.29724,-0.05957,-1.02527,-1.49673,4.02399,10.24864,-1.26336,4.74046,0.99237
3,0.22259,-0.00485,-0.96399,0.21582,-0.10779,-0.95728,-2.78244,3.29553,9.12759,-0.64504,4.09160,1.51527
3,0.29133,-0.01627,-0.98797,0.30139,-0.09998,-0.98340,-1.92039,4.15649,9.21374,-1.01527,3.96947,1.07252
3,0.28866,0.04292,-0.99480,0.29724,-0.06531,-1.00562,-1.98691,3.47437,10.41003,-1.89695,3.64504,1.62214
